Event_ID,V_rms_pu,V_peak_pu,Crest_Factor,THD_percent,Duration_ms,Dominant_Freq_Hz,Freq_Hz,SNR_dB,Label
PQ_00332,0.5918,1.0044,1.697,1.927,59.7,50,49.961,47.95,Interruption
PQ_00333,0.7107,1.0106,1.422,0.059,0,50,50.004,47.8,Normal
PQ_00334,0.7152,1.0485,1.466,0.209,0,50,49.97,36.85,Flicker
PQ_00335,0.4199,1.0035,2.39,12.741,129.1,50,49.984,46.87,Interruption
PQ_00336,0.6609,1.0024,1.517,1.965,24.2,50,49.966,54.92,Sag
PQ_00337,0.4255,1.0116,2.377,10.192,126.1,50,50.033,37.49,Sag
PQ_00338,0.5682,1.0157,1.788,3.039,81.3,50,50.02,38.73,Sag
PQ_00339,0.7062,1.0095,1.429,0.08,0,50,50.001,44.66,Normal
PQ_00340,0.709,1.0171,1.434,3.918,0,50,49.992,39.18,Notch
PQ_00341,0.3612,1.0015,2.773,1.655,158.4,50,49.99,46.26,Sag
PQ_00342,0.7221,1.0423,1.443,0.196,0,50,50.026,35.81,Normal
PQ_00343,0.71,1.7659,2.487,0.372,5,50,49.999,44.17,Transient
PQ_00344,0.7085,1.0223,1.443,0.204,0,50,49.984,37.69,Normal
PQ_00345,0.7182,1.0285,1.432,0.098,0,50,50.017,42.39,Normal
PQ_00346,0.7029,0.9965,1.418,0.026,0,50,49.955,54.76,Normal
PQ_00347,0.6978,0.9928,1.423,0.055,0,50,50.02,49.09,Normal
PQ_00348,0.6664,1.0101,1.516,3.404,22.3,50,50.012,43.03,Sag
PQ_00349,0.8243,1.2956,1.572,0.882,108,50,49.993,52.58,Swell
PQ_00350,0.6281,1.0182,1.621,5.838,44.8,50,50,37.09,Interruption
PQ_00351,0.8362,1.5886,1.9,2.547,52.8,50,50.009,50.75,Swell
PQ_00352,0.6327,1.0046,1.588,0.773,79.2,50,50.019,48.92,Sag
PQ_00353,0.7676,1.3001,1.694,1.127,57.1,50,49.972,37.78,Swell
PQ_00354,0.7715,1.3003,1.685,1.163,55.6,50,50.037,42.72,Swell
PQ_00355,0.5907,1.0199,1.727,3.143,74.8,50,50.007,37.35,Sag
PQ_00356,0.5522,1.0024,1.815,0.895,136.8,50,49.993,53.07,Sag
PQ_00357,0.6927,1.0064,1.453,0.169,0,50,49.984,36.67,Normal
PQ_00358,0.7152,1.0274,1.437,0.12,0,50,49.992,41.13,Normal
PQ_00359,0.4959,1.017,2.051,1.675,129.3,50,49.985,36.98,Sag
PQ_00360,0.7023,1.0016,1.426,0.084,0,50,50.02,45.99,Normal
PQ_00361,0.7161,1.0406,1.453,0.204,0,50,49.99,36.14,Normal
PQ_00362,0.7085,1.0043,1.417,2.422,0,50,49.995,52.84,Notch
PQ_00363,0.7103,1.0183,1.433,9.387,0,50,49.983,53.37,Harmonics
PQ_00364,0.4987,1.0058,2.017,2.435,100,50,49.994,51.18,Interruption
PQ_00365,0.7117,1.0129,1.423,0.071,0,50,49.985,45.93,Normal
PQ_00366,0.7064,1.0137,1.435,0.115,0,50,49.957,41.44,Normal
PQ_00367,0.7077,1.1142,1.574,0.074,5,50,49.997,52.97,Transient
PQ_00368,0.6966,0.9963,1.43,0.107,0,50,49.942,44.28,Normal
PQ_00369,0.695,1.004,1.445,0.126,0,50,49.998,39.57,Normal
PQ_00370,0.7089,1.0053,1.418,0.033,0,50,50.018,52.87,Normal
PQ_00371,0.7087,1.0287,1.451,3.222,0,50,50.015,35.35,Notch
PQ_00372,0.7096,0.969,1.365,8.555,0,50,50.018,41.46,Harmonics
PQ_00373,0.7514,1.152,1.533,0.664,80.1,50,49.986,50.69,Swell
PQ_00374,0.7118,1.0094,1.418,0.031,0,50,49.994,51.95,Normal
PQ_00375,0.7085,1.0864,1.533,6.595,0,50,50.014,40.43,Harmonics
PQ_00376,0.7047,1.0005,1.42,0.031,0,50,49.998,53.4,Normal
PQ_00377,0.7013,0.9961,1.42,0.033,0,50,50.009,52.22,Normal
PQ_00378,0.7074,1.4355,2.029,5.097,5,50,50.039,43.35,Transient
PQ_00379,0.904,1.5968,1.766,1.259,86.1,50,49.982,35.28,Swell
PQ_00380,0.7131,1.0421,1.461,0.035,0,50,50.008,52.96,Flicker
PQ_00381,0.6483,1.0059,1.552,2.082,50.7,50,49.987,47.56,Sag
PQ_00382,0.7075,1.0049,1.42,0.03,0,50,49.978,53.62,Normal
PQ_00383,0.7082,1.0073,1.422,0.05,0,50,49.986,50.43,Normal
PQ_00384,0.5946,1.0034,1.687,2.269,58.7,50,49.982,52.21,Sag
PQ_00385,0.4938,1.0104,2.046,10.11,100.8,50,49.984,38.43,Interruption
PQ_00386,0.7118,1.0118,1.421,0.053,0,50,50.014,48.85,Normal
PQ_00387,0.695,0.9875,1.421,0.055,0,50,49.999,49.02,Normal
PQ_00388,0.8006,1.6458,2.056,2.879,35.4,50,49.972,46.61,Swell
PQ_00389,0.7091,1.0533,1.485,0.288,0,50,49.984,35.29,Flicker
PQ_00390,0.7109,1.0154,1.428,0.066,0,50,50.025,47.4,Normal
PQ_00391,0.6402,1.0159,1.587,0.338,134.1,50,49.992,38.43,Sag
PQ_00392,0.7093,1.6067,2.265,0.508,5,50,50.002,43.03,Transient
PQ_00393,0.7125,1.0118,1.42,0.026,0,50,50.03,52.61,Normal
PQ_00394,0.6008,1.0056,1.674,0.327,149.5,50,49.989,44.51,Sag
PQ_00395,0.4253,1.0022,2.357,13.098,128.1,50,49.982,46.58,Interruption
PQ_00396,0.7093,1.0425,1.47,7.663,0,50,49.991,37.11,Harmonics
PQ_00397,0.5536,1.0145,1.833,1.017,118.9,50,50.02,40.22,Sag
PQ_00398,0.7142,1.0133,1.419,0.024,0,50,50.016,54.78,Normal
PQ_00399,0.7086,1.0227,1.443,0.121,0,50,49.98,39.98,Normal
PQ_00400,0.7116,1.0147,1.426,0.095,0,50,50.007,43.55,Normal
PQ_00401,0.6176,1.0121,1.639,1.56,96.7,50,49.995,39.29,Sag
PQ_00402,0.4332,1.0121,2.336,7.159,125.4,50,50.014,38.67,Sag
PQ_00403,0.7073,1.0054,1.422,0.057,0,50,49.971,47.86,Normal
PQ_00404,0.7032,1.0124,1.44,0.124,0,50,49.993,41.17,Normal
PQ_00405,0.6518,1.0222,1.568,1.29,45.8,50,49.963,36.93,Sag
PQ_00406,0.7083,1.6922,2.389,0.536,5,50,49.993,38.37,Transient
PQ_00407,0.6786,1.0101,1.489,0.387,67.9,50,50.017,42.59,Sag
PQ_00408,0.7079,1.0103,1.427,1.56,0,50,49.992,44.4,Notch
PQ_00409,0.7074,1.051,1.486,0.309,0,50,49.975,35.56,Flicker
PQ_00410,0.6897,1.0198,1.479,0.409,32.9,50,49.987,40.3,Sag
PQ_00411,0.6854,1.005,1.466,0.262,20.1,50,50.002,49.32,Sag
PQ_00412,0.7074,1.0124,1.431,0.311,5,50,50.013,49.98,Transient
PQ_00413,0.7763,1.2105,1.559,0.88,99.8,50,49.977,36.36,Swell
PQ_00414,0.9611,1.5331,1.595,0.606,135.3,50,49.967,36.45,Swell
PQ_00415,0.7051,1.0187,1.445,0.196,0,50,49.997,37.65,Normal
PQ_00416,0.7114,1.0106,1.421,0.046,0,50,49.978,50.18,Normal
PQ_00417,0.7018,1.0093,1.438,0.168,0,50,49.995,40.05,Normal
PQ_00418,0.6787,1.006,1.482,1.226,28.2,50,49.975,48.09,Sag
PQ_00419,0.5064,1.0234,2.021,0.896,140.9,50,49.986,35.69,Sag
PQ_00420,0.7075,1.0228,1.446,0.039,0,50,49.981,50.66,Flicker
PQ_00421,0.6492,1.0069,1.551,0.571,39.6,50,49.959,45.88,Sag
PQ_00422,0.7074,1.0151,1.435,2.844,0,50,49.977,38.87,Harmonics
PQ_00423,0.7072,1.0038,1.42,0.038,0,50,49.993,52.95,Normal
PQ_00424,0.7105,1.0206,1.437,0.094,0,50,50.053,44.28,Normal
PQ_00425,0.3898,1.0102,2.591,7.941,140.1,50,49.997,35.72,Interruption
PQ_00426,0.7067,1.0065,1.424,0.048,0,50,49.991,46.87,Normal
PQ_00427,0.7076,1.0055,1.421,0.589,0,50,50.025,50.27,Notch
PQ_00428,0.7707,1.1338,1.471,0.206,153.9,50,50.007,40.22,Swell
PQ_00429,0.704,1.0154,1.442,0.264,0,50,49.997,35.97,Normal
PQ_00430,0.7087,1.4864,2.097,1.059,5,50,49.996,39.31,Transient
PQ_00431,1.024,1.8019,1.76,1.297,97.9,50,49.993,47.97,Swell
PQ_00432,0.7074,1.0114,1.43,0.133,0,50,49.987,42.57,Normal
PQ_00433,0.5522,1.0019,1.814,10.363,75.2,50,49.998,53.41,Interruption
PQ_00434,0.3131,1.0039,3.206,6.164,163.2,50,49.982,38.63,Interruption
PQ_00435,0.6953,0.9926,1.428,0.062,0,50,49.983,44.84,Normal
PQ_00436,0.2825,1.0011,3.543,23.464,168.2,50,50.031,47.91,Interruption
PQ_00437,0.7079,1.0054,1.42,0.045,0,50,49.984,50.38,Normal
PQ_00438,0.6981,1.0085,1.445,0.155,0,50,50,38.62,Normal
PQ_00439,0.9459,1.4336,1.516,0.275,155,50,50.009,47.03,Swell
PQ_00440,0.6621,1.009,1.524,4.281,28.3,50,49.971,45.75,Sag
PQ_00441,0.7094,1.0884,1.534,7.31,0,50,50.01,36.07,Harmonics
PQ_00442,0.7002,1.0004,1.429,0.124,0,50,49.997,41.73,Normal
PQ_00443,0.5216,1.0044,1.926,12.894,92.3,50,50.018,45.68,Interruption
PQ_00444,0.6619,1.0032,1.516,1.205,39.7,50,49.998,54,Sag
PQ_00445,0.5877,1.0054,1.711,5.053,60.6,50,49.997,47.66,Interruption
PQ_00446,0.6501,1.0176,1.565,2.435,30.6,50,49.987,36.92,Interruption
PQ_00447,0.7192,1.0198,1.418,0.036,0,50,49.987,54.27,Normal
PQ_00448,0.7074,1.0152,1.435,0.553,0,50,49.996,39.25,Notch
PQ_00449,0.7118,1.0368,1.457,0.198,0,50,49.987,35.11,Normal
PQ_00450,0.5256,1.002,1.906,13.404,89.2,50,49.983,53.27,Interruption
PQ_00451,0.618,1.0015,1.621,0.566,125.9,50,50.035,51.97,Sag
PQ_00452,0.2304,1.0003,4.342,2.674,179.1,50,49.995,51.03,Interruption
PQ_00453,0.7121,1.024,1.438,0.115,0,50,49.985,40.91,Normal
PQ_00454,0.7102,1.627,2.291,1.313,5,50,49.989,39.89,Transient
PQ_00455,0.3578,1.004,2.806,15.122,146,50,49.985,44.57,Interruption
PQ_00456,0.6781,1.0026,1.479,0.919,41.6,50,49.982,53.91,Sag
PQ_00457,0.3017,1.0008,3.318,8.402,161.9,50,50.041,53.47,Interruption
PQ_00458,0.7098,1.0093,1.422,0.061,0,50,49.993,47.73,Normal
PQ_00459,0.6315,1.0032,1.589,2.132,42.2,50,50.01,49.14,Interruption
PQ_00460,0.7072,1.4335,2.027,4.355,5,50,50.008,50.87,Transient
PQ_00461,0.5968,1.0076,1.688,0.755,123.9,50,50.012,43.81,Sag
PQ_00462,0.3949,1.0022,2.538,13.232,135.2,50,50.004,52.08,Interruption
PQ_00463,0.7101,1.0355,1.458,0.076,0,50,49.978,44.34,Flicker
PQ_00464,0.7754,1.5691,2.024,2.734,25.3,50,50.002,52.26,Swell
PQ_00465,0.7078,1.3676,1.932,0.336,5,50,50.005,49.35,Transient
PQ_00466,0.6949,1.0115,1.456,0.238,0,50,50.036,35.83,Normal
PQ_00467,0.4914,1.0079,2.051,0.954,159,50,49.985,40.64,Sag
PQ_00468,0.7084,1.026,1.448,6.004,0,50,49.993,41.58,Harmonics
PQ_00469,0.5987,1.0029,1.675,5.726,56.1,50,50.012,51.48,Interruption
PQ_00470,0.5722,1.0032,1.753,7.232,68.8,50,50.004,52.79,Sag
PQ_00471,0.38,1.001,2.634,1.654,154.6,50,49.997,45.03,Sag
PQ_00472,0.7142,1.0312,1.444,6.004,0,50,50.018,35.38,Notch
PQ_00473,0.7124,2.3165,3.252,1.173,5,50,50.02,44.94,Transient
PQ_00474,0.5432,1.004,1.848,0.522,159.2,50,49.992,51.16,Sag
PQ_00475,0.71,1.1796,1.661,5.89,5,50,50.033,41.26,Transient
PQ_00476,0.6959,0.9889,1.421,0.037,0,50,50.035,52.21,Normal
PQ_00477,0.7691,1.3175,1.713,1.402,56.3,50,49.977,38.04,Swell
PQ_00478,0.7064,1.0055,1.423,0.06,0,50,50.052,47.44,Normal
PQ_00479,0.7116,1.0287,1.446,0.183,0,50,49.999,38.33,Normal
PQ_00480,0.6498,1.0154,1.563,1.147,71.1,50,50.02,39.66,Sag
PQ_00481,0.7078,1.001,1.414,3.865,0,50,49.984,52.35,Harmonics
PQ_00482,0.3416,1.0078,2.95,18.231,154.8,50,49.979,36.33,Interruption
PQ_00483,0.3548,1.0023,2.825,8.955,151.2,50,49.959,50.64,Interruption
PQ_00484,0.7045,1.0093,1.433,0.094,0,50,49.985,43.59,Normal
PQ_00485,0.6126,1.0157,1.658,1.15,84.4,50,50.015,39.69,Sag
PQ_00486,0.7079,1.1067,1.563,0.353,5,50,50.001,39.37,Transient
PQ_00487,0.6971,0.995,1.427,0.054,0,50,50.017,47.69,Normal
PQ_00488,0.7117,1.3017,1.829,0.56,5,50,49.984,46.85,Transient
PQ_00489,0.6579,1.0064,1.53,2.852,27.9,50,49.992,48.62,Interruption
PQ_00490,0.7118,1.0111,1.421,0.032,0,50,49.986,53.09,Normal
PQ_00491,0.6985,1.0227,1.464,0.214,0,50,49.996,36.22,Normal
PQ_00492,0.4346,1.0097,2.323,8.74,128.6,50,50.01,38.94,Sag
PQ_00493,0.9617,1.5156,1.576,0.783,134.6,50,49.997,52.18,Swell
PQ_00494,0.715,1.0284,1.438,0.174,0,50,50.001,39.13,Normal
PQ_00495,0.708,1.316,1.859,0.379,5,50,50.011,53.02,Transient
PQ_00496,0.7077,1.0257,1.449,0.229,0,50,50.038,36.48,Normal
PQ_00497,0.4924,1.007,2.045,1.352,139.4,50,49.988,44.58,Sag
PQ_00498,0.7087,1.0274,1.45,0.063,0,50,49.988,47.14,Flicker
PQ_00499,0.7086,1.0299,1.453,6.779,0,50,50.013,52.15,Harmonics
PQ_00500,0.6383,1.0086,1.58,1.848,38.7,50,49.982,46.55,Sag
PQ_00501,0.7161,1.0157,1.418,0.044,0,50,49.973,49.9,Normal
PQ_00502,0.7122,1.6934,2.378,3.866,5,50,49.98,48.56,Transient
PQ_00503,0.7074,1.0047,1.42,2.501,0,50,49.975,42.91,Harmonics
PQ_00504,0.9726,1.5321,1.575,1.035,134.9,50,50.001,48.9,Swell
PQ_00505,0.4508,1.0109,2.243,11.818,117.4,50,49.978,41.16,Interruption
PQ_00506,0.572,1.0126,1.77,3.543,74,50,50.018,41.06,Sag
PQ_00507,0.6104,1.0036,1.644,0.672,135.6,50,50.009,48.33,Sag
PQ_00508,0.7081,1.0547,1.489,4.784,0,50,49.962,54.4,Harmonics
PQ_00509,0.5117,1.0132,1.98,1.742,115.9,50,50.013,35.31,Sag
PQ_00510,0.4785,1.0074,2.105,10.657,108.7,50,49.981,41.98,Interruption
PQ_00511,0.7098,1.015,1.43,0.141,0,50,50.023,42.14,Normal
PQ_00512,0.6601,1.0113,1.532,1.201,69.2,50,49.977,40.46,Sag
PQ_00513,0.7132,2.1214,2.974,1.198,5,50,49.991,46.7,Transient
PQ_00514,0.401,1.0079,2.514,14.132,135.6,50,50.006,39.95,Interruption
PQ_00515,0.7072,1.0123,1.432,0.257,5,50,50.004,43.64,Transient
PQ_00516,0.7104,1.0178,1.433,0.098,0,50,49.964,44.45,Normal
PQ_00517,0.7189,1.005,1.398,11.179,0,50,49.995,49.93,Notch
PQ_00518,0.7117,1.1028,1.55,11.358,0,50,50.001,49.04,Harmonics
PQ_00519,0.711,1.0615,1.493,0.232,0,50,49.99,37.49,Flicker
PQ_00520,0.7111,1.0101,1.42,0.03,0,50,49.989,49.67,Normal
PQ_00521,0.7096,1.0333,1.456,0.228,0,50,49.993,36.49,Normal
PQ_00522,0.3615,1.0039,2.777,15.538,144.7,50,50,40.84,Interruption
PQ_00523,0.5362,1.0041,1.873,1.866,113.1,50,49.982,49.1,Sag
PQ_00524,0.4529,1.0131,2.237,12.38,118.8,50,49.968,37.73,Interruption
PQ_00525,0.7017,1.0012,1.427,0.074,0,50,50.01,44.58,Normal
PQ_00526,0.3937,1.0068,2.557,3.442,140,50,49.987,39.13,Sag
PQ_00527,0.5897,1.0103,1.713,2.369,84.4,50,50.005,40.35,Sag
PQ_00528,0.7077,1.046,1.478,0.033,0,50,49.965,53.15,Flicker
PQ_00529,0.7219,1.0394,1.44,0.162,0,50,49.998,40.36,Normal
PQ_00530,0.7046,1.0081,1.431,0.127,0,50,50.017,41.94,Normal
PQ_00531,0.7105,1.0105,1.422,0.041,0,50,50.001,50.45,Normal
PQ_00532,0.7086,1.0027,1.415,7.072,0,50,50.024,45.82,Harmonics
PQ_00533,0.7102,0.9698,1.366,9.219,0,50,49.984,52.67,Harmonics
PQ_00534,0.7088,1.0352,1.461,7.065,0,50,50.032,45.86,Harmonics
PQ_00535,0.7089,1.0458,1.475,0.805,5,50,49.999,35.78,Transient
PQ_00536,0.6448,1.0183,1.579,2.637,51.9,50,50.009,38.45,Sag
PQ_00537,0.5495,1.0104,1.839,5.892,84.5,50,49.979,38.95,Sag
PQ_00538,0.6776,1.0069,1.486,0.589,71.9,50,49.972,42.47,Sag
PQ_00539,0.5458,1.0023,1.836,0.817,129.4,50,49.993,54.33,Sag
PQ_00540,0.7065,1.023,1.448,0.214,0,50,50.002,38.05,Normal
PQ_00541,0.7071,1.022,1.445,0.287,5,50,49.979,35.29,Transient
PQ_00542,0.6998,1.0043,1.435,0.171,0,50,50.01,38.24,Normal
PQ_00543,0.7089,1.003,1.415,3.868,0,50,50.001,51.29,Notch
PQ_00544,0.58,1.0085,1.739,8.205,66.6,50,49.995,44.05,Interruption
PQ_00545,0.4973,1.0015,2.014,0.802,151.6,50,50.007,51.03,Sag
PQ_00546,0.712,1.0338,1.452,0.189,0,50,49.994,36.59,Normal
PQ_00547,0.7092,1.1959,1.686,0.57,5,50,49.984,43.12,Transient
PQ_00548,0.3534,1.0011,2.833,7.396,153,50,49.999,53.89,Interruption
PQ_00549,0.7024,1.0197,1.452,0.196,0,50,49.988,35.97,Normal
PQ_00550,0.7092,1.0183,1.436,7.662,0,50,50.012,42.27,Harmonics
PQ_00551,0.7114,1.0156,1.428,0.091,0,50,50.018,44.4,Normal
PQ_00552,0.7101,1.0209,1.438,0.156,0,50,49.969,40.56,Normal
PQ_00553,0.7088,1.0121,1.428,4.464,5,50,50.034,44.02,Transient
PQ_00554,0.7524,1.445,1.92,1.55,25.1,50,50.025,45.54,Swell
PQ_00555,0.6071,1.0037,1.653,0.424,148.2,50,49.985,44.14,Sag
PQ_00556,0.705,1.0286,1.459,0.215,0,50,49.997,35.02,Normal
PQ_00557,0.8533,1.3778,1.615,0.85,106.3,50,50.006,39.74,Swell
PQ_00558,1.0084,1.5524,1.54,0.363,154.3,50,49.981,40.21,Swell
PQ_00559,0.6998,0.995,1.422,0.029,0,50,50.036,51.79,Normal
PQ_00560,0.8152,1.213,1.488,0.197,143.7,50,50.008,45.81,Swell
PQ_00561,0.7028,1.0184,1.449,0.245,0,50,49.988,35.11,Normal
PQ_00562,0.7085,1.0018,1.414,2.711,0,50,50.003,54.77,Notch
PQ_00563,0.7079,1.0131,1.431,0.026,0,50,49.998,54.45,Flicker
PQ_00564,0.7157,1.9516,2.727,1.376,5,50,49.996,51.66,Transient
PQ_00565,0.5774,1.0048,1.74,4.457,67.6,50,49.997,46.75,Interruption
PQ_00566,0.6265,1.0093,1.611,5.535,43.3,50,50.004,45.43,Interruption
PQ_00567,0.4433,1.0008,2.258,1.165,150.4,50,49.982,53.48,Sag
PQ_00568,0.7101,1.1951,1.683,2.001,5,50,49.969,50.61,Transient
PQ_00569,0.7116,1.0309,1.449,0.025,0,50,49.971,51.46,Flicker
PQ_00570,0.69,0.9933,1.44,0.143,0,50,50.001,39.26,Normal
PQ_00571,0.7027,1.0115,1.44,0.168,0,50,49.98,38.04,Normal
PQ_00572,0.7058,1.0023,1.42,0.035,0,50,50.014,52.49,Normal
PQ_00573,0.7098,1.0756,1.515,8.503,0,50,50.003,41.35,Harmonics
PQ_00574,0.6986,1.0077,1.443,0.181,0,50,49.989,36.69,Normal
PQ_00575,0.6997,1.0021,1.432,0.125,0,50,50.004,42.71,Normal
PQ_00576,0.7119,1.0482,1.472,0.052,0,50,49.984,48.26,Flicker
PQ_00577,0.7072,1.0325,1.46,0.423,5,50,49.976,35.01,Transient
PQ_00578,0.7207,1.0367,1.438,0.086,0,50,50.042,46.1,Flicker
PQ_00579,1.0803,1.7664,1.635,1.761,126.8,50,50.009,47.85,Swell
PQ_00580,0.3925,1.0137,2.583,9.792,137.7,50,50.045,36.17,Interruption
PQ_00581,0.7024,1.019,1.451,0.227,0,50,50.021,36.37,Normal
PQ_00582,0.7104,1.073,1.51,0.115,0,50,50.007,42.24,Flicker
PQ_00583,0.7079,1.0043,1.419,2.289,0,50,50.047,50.03,Notch
PQ_00584,0.8555,1.7161,2.006,2.359,52.1,50,49.951,35.03,Swell
PQ_00585,0.7074,1.0166,1.437,0.14,0,50,50.008,40.11,Normal
PQ_00586,0.7086,1.026,1.448,6.574,0,50,49.978,39.96,Harmonics
PQ_00587,0.6641,1.003,1.51,1.958,23.4,50,50.014,53.5,Sag
PQ_00588,0.7194,1.1777,1.637,0.459,21,50,49.995,35.38,Swell
PQ_00589,0.8173,1.5816,1.935,2.667,47.1,50,49.986,40.53,Swell
PQ_00590,0.7032,0.9956,1.416,0.026,0,50,49.959,54.04,Normal
PQ_00591,0.9631,1.6127,1.675,0.775,110.2,50,50.005,42.16,Swell
PQ_00592,1.0576,1.7562,1.661,1.051,123.7,50,50.013,45.78,Swell
PQ_00593,1.0613,1.6863,1.589,0.344,140.2,50,49.974,47.7,Swell
PQ_00594,0.7096,1.0067,1.419,0.037,0,50,49.968,51.83,Normal
PQ_00595,0.7089,2.0467,2.887,0.766,5,50,50.042,43.13,Transient
PQ_00596,0.672,1.0192,1.517,0.527,75.7,50,49.982,39.69,Sag
PQ_00597,0.3479,1.0054,2.89,13.259,151.2,50,49.994,41.98,Interruption
PQ_00598,0.482,1.0007,2.076,1.704,149,50,50.011,53.69,Sag
PQ_00599,0.6586,1.0025,1.522,1.04,70.9,50,50.025,51.15,Sag
PQ_00600,0.7093,1.1065,1.56,7.463,0,50,50.026,38.08,Harmonics
PQ_00601,0.5974,1.0029,1.679,0.495,134.2,50,50.012,51.45,Sag
PQ_00602,0.945,1.7219,1.822,0.754,82.6,50,49.997,47.21,Swell
PQ_00603,0.7083,0.9752,1.377,5.973,0,50,50.008,51.74,Harmonics
PQ_00604,0.6225,1.0045,1.614,2.459,51.8,50,50.015,49.42,Sag
PQ_00605,0.7096,1.8098,2.55,0.393,5,50,50.02,37.4,Transient
PQ_00606,0.7148,1.0152,1.42,0.044,0,50,49.95,50.39,Normal
PQ_00607,0.7047,1.0003,1.419,0.03,0,50,50.028,52.85,Normal
PQ_00608,0.7186,1.0288,1.432,0.119,0,50,50.009,43.48,Normal
PQ_00609,0.6236,1.0279,1.648,2.962,43,50,49.995,36.7,Interruption
PQ_00610,0.8756,1.3581,1.551,0.325,140.2,50,50.006,35.33,Swell
PQ_00611,0.5856,1.0031,1.713,2.7,93.5,50,50.006,52,Sag
PQ_00612,0.7083,1.063,1.501,5.7,0,50,49.99,44.16,Harmonics
PQ_00613,0.677,1.008,1.489,1.374,37.1,50,49.994,44.91,Sag
PQ_00614,0.7023,1,1.424,0.061,0,50,50.015,49.21,Normal
PQ_00615,0.5411,1.0074,1.862,8.359,82.9,50,49.971,41.57,Interruption
PQ_00616,0.7075,1.0334,1.461,0.811,5,50,50.009,36.24,Transient
PQ_00617,0.7629,1.6342,2.142,0.409,20,50,50,53.61,Swell
PQ_00618,0.7626,1.1422,1.498,0.291,124.7,50,50.022,38.43,Swell
PQ_00619,0.7161,2.5122,3.508,2.326,5,50,50.016,47.49,Transient
PQ_00620,0.7163,1.0181,1.421,0.026,0,50,50.035,52.07,Normal
PQ_00621,0.7093,1.0365,1.461,0.158,0,50,50.004,39.59,Flicker
PQ_00622,0.7085,1.179,1.664,0.312,5,50,50.006,50.27,Transient
PQ_00623,0.6335,1.0189,1.608,1.78,55.8,50,50.004,38.63,Sag
PQ_00624,0.7642,1.4003,1.832,1.844,37.1,50,49.976,40.86,Swell
PQ_00625,0.4465,1.0031,2.247,2.456,138.2,50,50.015,47.28,Sag
PQ_00626,0.712,1.0271,1.443,0.189,0,50,49.989,37.56,Normal
PQ_00627,0.6657,1.0169,1.528,0.803,43.2,50,49.986,38.59,Sag
PQ_00628,0.7084,1.0832,1.529,6.357,0,50,50.008,35.32,Harmonics
PQ_00629,1.0456,1.8111,1.732,2.325,109.5,50,50.007,37,Swell
PQ_00630,0.8453,1.492,1.765,1.662,74.1,50,49.981,44.6,Swell
PQ_00631,0.6263,1.0034,1.602,0.141,155.7,50,50.004,49.61,Sag
PQ_00632,0.7067,1.0119,1.432,0.118,0,50,49.973,42.51,Normal
PQ_00633,0.7088,1.0043,1.417,1.854,0,50,49.983,52.06,Notch
PQ_00634,0.7088,0.9987,1.409,6.443,0,50,49.969,38.24,Harmonics
PQ_00635,0.9248,1.7735,1.918,1.711,70.6,50,50.027,36.01,Swell
PQ_00636,0.4753,1.0038,2.112,9.804,110.5,50,50.002,48.68,Interruption
PQ_00637,0.5188,1.0143,1.955,3.149,117.2,50,49.949,36.04,Sag
PQ_00638,0.7128,1.0143,1.423,0.066,0,50,49.981,47.7,Normal
PQ_00639,0.7095,1.034,1.457,8.214,0,50,49.996,54.88,Harmonics
PQ_00640,0.6889,1.0142,1.472,0.354,41.1,50,50.008,40.23,Sag
PQ_00641,0.714,1.0132,1.419,0.034,0,50,50.027,52.42,Normal
PQ_00642,0.7114,1.6996,2.389,1.067,5,50,50.002,50.97,Transient
PQ_00643,0.8149,1.7001,2.086,3.162,37.4,50,49.995,44.94,Swell
PQ_00644,0.7124,1.0196,1.431,0.137,0,50,50.018,41.8,Normal
PQ_00645,0.5761,1.0019,1.739,1.689,88.5,50,49.99,53.89,Sag
PQ_00646,0.8114,1.6282,2.007,1.005,40.3,50,50.009,36.94,Swell
PQ_00647,0.7092,1.5653,2.207,0.703,5,50,50.009,36.24,Transient
PQ_00648,0.7066,1.0029,1.419,0.032,0,50,49.982,52.69,Normal
PQ_00649,0.7088,1.0712,1.511,6.518,0,50,49.975,45.07,Harmonics
PQ_00650,0.4426,1.0019,2.264,8.06,122.6,50,49.975,50.43,Interruption
PQ_00651,0.7071,1.0321,1.46,2.97,0,50,50.064,36.55,Harmonics
PQ_00652,0.7038,1.0122,1.438,0.158,0,50,50.013,39.62,Normal
PQ_00653,0.7182,1.0529,1.466,0.219,0,50,49.963,35.01,Normal
PQ_00654,0.7323,1.105,1.509,0.439,69.2,50,50.054,51.9,Swell
PQ_00655,0.7157,1.0169,1.421,0.058,0,50,49.995,48.1,Normal
PQ_00656,0.7098,1.0385,1.463,9.149,0,50,49.996,39.36,Harmonics
PQ_00657,0.6962,1.0114,1.453,0.283,0,50,50.02,36.84,Normal
PQ_00658,0.7008,1.006,1.435,0.106,0,50,50.004,42.72,Normal
PQ_00659,0.7084,1.4886,2.101,0.744,5,50,50.023,41.46,Transient
PQ_00660,0.3845,1.0025,2.607,4.31,140.7,50,50.007,50.85,Interruption
PQ_00661,0.7107,1.4346,2.019,2.306,5,50,49.983,54.96,Transient
PQ_00662,0.735,1.0711,1.457,0.199,0,50,49.965,37.52,Flicker
PQ_00663,0.7101,1.4469,2.038,5.551,5,50,50,54.28,Transient
